199602220002,0,1,NA,NA,Unknown,Firearms
199602220003,0,NA,NA,NA,Unknown,Explosives
199602220004,0,NA,NA,NA,Unknown,Unknown
199602220005,0,0,0,NA,Basque Fatherland and Freedom (ETA),Explosives
199602220006,0,19,0,NA,Liberation Tigers of Tamil Eelam (LTTE),Unknown
199602220007,0,2,0,NA,Unknown,Explosives
199602220008,0,0,0,NA,Unknown,Incendiary
199602230001,0,2,14,NA,Unknown,Explosives
199602230003,0,1,0,NA,Unknown,Firearms
199602230004,0,16,0,NA,Hutu extremists,Firearms
199602230005,0,0,0,NA,Unknown,Explosives
199602240001,0,1,4,NA,Unknown,Explosives
199602240002,0,0,3,NA,Opposition Group,Explosives
199602240003,0,0,2,NA,Opposition Group,Explosives
199602240004,0,0,6,NA,Unknown,Explosives
199602240005,0,0,0,NA,Unknown,Unknown
199602240006,0,8,2,NA,Al-Gama'at al-Islamiyya (IG),Firearms
199602250001,0,0,0,NA,National Liberation Army of Colombia (ELN),Explosives
199602250002,0,0,0,NA,Unknown,Explosives
199602250003,0,0,0,NA,Unknown,Explosives
199602250004,0,0,0,NA,Unknown,Firearms
199602250005,1,26,50,NA,Hamas (Islamic Resistance Movement),Explosives
199602250006,1,2,34,NA,Hamas (Islamic Resistance Movement),Explosives
199602260001,0,1,3,NA,Unknown,Firearms
199602260002,0,4,0,NA,Unknown,Firearms
199602260003,0,1,0,NA,Unknown,Firearms
199602260004,0,0,0,NA,Unknown,Explosives
199602260005,0,0,0,NA,Liberation Tigers of Tamil Eelam (LTTE),Unknown
199602260006,0,0,1,NA,Liberation Tigers of Tamil Eelam (LTTE),Explosives
199602260007,0,5,30,NA,Unknown,Explosives
199602260008,0,1,0,NA,Unknown,Firearms
199602260009,0,1,0,NA,Unknown,Firearms
199602260010,0,32,0,NA,Hutu extremists,Firearms
199602260011,0,0,0,NA,Unknown,Explosives
199602260012,0,0,0,NA,Unknown,Explosives
199602260013,0,0,0,NA,Unknown,Explosives
199602260014,0,0,0,NA,Unknown,Explosives
199602260015,0,7,1,NA,Bodo Militants,Explosives
199602260016,0,0,0,NA,Unknown,Explosives
199602260017,0,3,11,NA,Unknown,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
199602270001,0,1,2,NA,Hezbollah,Explosives
199602270002,0,16,0,NA,Karen National Union,Firearms
199602270003,0,6,0,NA,Unknown,Firearms
199602270004,0,1,NA,NA,Unknown,Firearms
